Material,Yarn Denier,Material description,Material type,Fabric Construction Code,Fabric Processing Code,Cord Density Code,Fill Cord,Linear Fill Cord Weight,Picks per Meter,Woven Fabric Width,Calculated Ends per Inch,Linear Fill Cord Weight DEN,Fabric Squarewoven Construction Code,Wire Construction Code,Cable Construction Code,Source,Cable Bead Coating,Gauge,Bead Inside Diameter,Component Weight,Fabric Processing Code.1
RFVC28HAB,1000,"1000/1/2 PET FLEXX1 0.022"" 12X12TPI 28E",FABR,,,,,0,0,62.0,28.0,0,,,,Fabrics all Fields,,,,,
RFVJ28HA,1000,1000/3 0.026 28 EPI POLYESTER FABRIC,FABR,,,,,0,0,62.0,28.0,0,,,,Fabrics all Fields,,,,,
RFVK27HV,1300,1300/3 0.030 27 EPI POLYESTER FABRIC,FABR,,,,,0,0,62.0,26.5,0,,,,Fabrics all Fields,,,,,
RFVX30HA,1000,1000/1 PET BELTECH 5 TPI  30 EPI,FABR,,,,,0,0,64.0,30.0,0,,,,Fabrics all Fields,,,,,
RFXMR440,1260,"1260/2 0.026 30 EPI NYLON UTICA 44"" WIDE",FABR,,,,,0,0,46.0,30.0,0,,,,Fabrics all Fields,,,,,
RFXMR455,1260,"1260/2 0.026 30 EPI NYLON UTICA 45.5"" WI",FABR,,,,,0,0,47.5,30.0,0,,,,Fabrics all Fields,,,,,
RFYAE4ST,2000,"PET, HMLS HT NAA, 2200/1/2, 6,9/6,9, 25,",FABR,YA,ST,E4,EXT,221,59,0.0,25.4,221,,,,Fabrics all Fields,,,,,
RFYD27ST,1500,"PET, HMLS HT NAA, 1670/1/2, 6.9/6.9, 27.",FABR,YD,ST,27,EXT,221,59,0.0,27.0,221,,,,Fabrics all Fields,,,,,
RFYK20VA,1300,UTICA 1300/3 8.5X8.5 20EPI AA-PET RYN,FABR,,,,,0,0,62.5,20.0,0,,,,Fabrics all Fields,,,,,
RFYK26VF,1300,UTICA 1300/3 8.5X8.5 26EPI AA-PET EXT,FABR,,,,,0,0,60.0,26.0,0,,,,Fabrics all Fields,,,,,
RFZA23SA,4600,4600/1 0.031 23 EPI CARBON FIBER FABRIC,FABR,,,,,0,0,55.0,23.0,0,,,,Fabrics all Fields,,,,,
RFZB14SA,7200,"CARBON FIBER, 8000/1, /1,5, 14,00 EPI, S",FABR,ZB,SA,14,NON,295,79,55.0,14.0,295,,,,Fabrics all Fields,,,,,
L505R30007,,"PRECURED COTTON 7"" XX300-7",PMAT,,,0,,0.15,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
L505R30008,,"PRECURED COTTON 8"" XX300-8",PMAT,,,0,,0.15,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
L505R30009,,"PRECURED COTTON 9"" XX300-9",PMAT,,,0,,0.15,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
L505R30010,,"PRECURED COTTON 10"" XX300-10",PMAT,,,0,,0.15,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
L505R30011,,"PRECURED COTTON 11"" XX300-11",PMAT,,,0,,0.15,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
L508RFABRSQW,,EMPALME DE CARCASA PRUEBA,PMAT,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RF1Y19SE,,BEAD TAPE,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RF714Z,,SINGLE END DIPPED CORD NGF CARBON FIBER,FABR,,,0,,0.213,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RF94,,12/3 COTTON CORD FROM ROCKY MT. MILL,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RF9475,,12/3 COTTON CORD FROM ROCKY MT. MILL,FABR,,,0,,0.001,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RF9476,,12/1 COTTON BLEEDER CORD FROM SHUFORD,FABR,,,0,,0.001,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RF9481,,BLEEDER CORD SPUN POLYESTER,FABR,,,0,,0.001,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RF9481B,,BLEEDER CORD SPUN POLYESTER - BLUE DYED,FABR,,,0,,0.001,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RF9841,,BLEEDER CORD SPUN POLYESTER,FABR,,,0,,0.001,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFAA,,NYLON CHAFER,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFB44LB,,"NYLON 6 MONOFILAMENT, 980/1, 67X79",FABR,,,67,,0.0,,,17.0,,LB,,,Fabrics Squarewoven all Fields,,,,,
RFCC,,"COTTON, 1200/1, 134X95, TEXTURED",FABR,,,134,,0.0,,,34.0,,CC,,,Fabrics Squarewoven all Fields,,,,,
RFCK,,1500/3 COTTON SINGLE END BLEEDER CORD,FABR,,,0,,0.336,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFCL,,1500/2 COTTON SINGLE END BLEEDER CORD,FABR,,,0,,0.03,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFET0001,,20'S/1 COTTON SINGLE END BLEEDER CORD,FABR,,,0,,0.006,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFGTC2753,,NYLON CHAFER,FABR,,,0,,0.0,,,14.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFH50NN,,"NYLON 6.6, 940/1, 55X55, TEXTURED",FABR,,,55,,0.0,,,14.0,,NN,,,Fabrics Squarewoven all Fields,,,,,
RFI35CC,,"COTTON, 1200/1, 134X95, TEXTURED",FABR,,,134,,0.0,,,34.0,,CC,,,Fabrics Squarewoven all Fields,,,,,
RFI42LN,,"NYLON 6, 940/1, 55X55",FABR,,,55,,0.0,,,14.0,,LN,,,Fabrics Squarewoven all Fields,,,,,
RFI42LZ,,"NYLON 6, 940/1, 67X67",FABR,,,67,,0.0,,,17.0,,LZ,,,Fabrics Squarewoven all Fields,,,,,
RFI47LN,,"NYLON 6, 940/1, 55X55",FABR,,,55,,0.0,,,14.0,,LN,,,Fabrics Squarewoven all Fields,,,,,
RFI47LZ,,"NYLON 6, 940/1, 67X67",FABR,,,67,,0.0,,,17.0,,LZ,,,Fabrics Squarewoven all Fields,,,,,
RFJ35Z,,SINGLE END DIPPED CORD NGF CARBON FIBER,FABR,,,0,,0.11,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFJ36Z,,SINGLE END DIPPED CORD NGF CARBON FIBER,FABR,,,0,,0.11,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFL02N3,,"NYLON 6.6, LUTRABOND 3020",FABR,,,0,,0.0,,,0.0,,N3,,,Fabrics Squarewoven all Fields,,,,,
RFL02NA,,"NYLON 6.6 MONOFILAMENT, 470/1, 96X96",FABR,,,96,,0.0,,,24.4,,NAX,,,Fabrics Squarewoven all Fields,,,,,
RFL02NSX,,"NYLON 6.6, 940/2, 39X39, TEXTURED",FABR,,,39,,0.0,,,9.9,,NSX,,,Fabrics Squarewoven all Fields,,,,,
RFL02NT,,"NYLON 6.6, 78/2, 51X72",FABR,,,51,,0.0,,,13.0,,NT,,,Fabrics Squarewoven all Fields,,,,,
RFL02NV,,"NYLON 6.6, 78/2, 55X43",FABR,,,55,,0.0,,,14.0,,NV,,,Fabrics Squarewoven all Fields,,,,,
RFL02NV1,,"NYLON 6.6, 78/2, 55X43",FABR,,,55,,0.0,,,14.0,,NV,,,Fabrics Squarewoven all Fields,,,,,
RFLA,,NYLON CHAFER - 9 MIL,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFLB,,"NYLON 6 MONOFILAMENT, 980/1, 67X79",FABR,,,67,,0.0,,,17.0,,LB,,,Fabrics Squarewoven all Fields,,,,,
RFLK,,BEAD TAPE,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFLN,,"NYLON 6, 940/1, 55X55",FABR,,,55,,0.0,,,14.0,,LN,,,Fabrics Squarewoven all Fields,,,,,
RFLN17SE,,NGT NYLON CHAFER,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFLZ,,"NYLON 6, 940/1, 67X67",FABR,,,67,,0.0,,,17.0,,LZ,,,Fabrics Squarewoven all Fields,,,,,
RFM305SA,,NYLON CHAFER - 9 MIL,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFM337,,SQUARE WOVEN CE (MERGED CORD) 14X14,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFM338,,"""TIGHT"" KNIT KES FOR GALAHAD",FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFM339,,"""LOOSE"" KNIT KES FOR GALAHAD",FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFN2,,NYLON 66 SQUARE WOVEN BEAD TAPE,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNA,,"NYLON 6.6 MONOFILAMENT, 470/1, 87X87",FABR,,,87,,0.0,,,22.1,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0002,,LENO-WEAVE READY-TO-USE OVERLAY TAPE,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0003,,LENO-WEAVE READY-TO-USE OVERLAY STRIP,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0004,,SINGLE END DIPPED CORD ON TUBES,FABR,,,0,,0.06,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0006,,BEAD TAPE 235/470DTEX NYLON 66 LENO,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0007,,KNIT READY-TO-USE OVERLAY STRIP 12X12,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0008,,BEAD TAPE 840/1 19X19 EPI TACKY,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0009,,NYLON CHAFER,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0010,,KNIT READY-TO-USE OVERLAY STRIP 12X12,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0011,,KNIT READY-TO-USE OVERLAY STRIP 12X12,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0013,,NYLON CHAFER - CALHOUN LATEX,FABR,,,0,,0.0,,,14.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0014,,NYLON CHAFER,FABR,,,0,,0.0,,,14.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0015,,NYLON CHAFER - 9 MIL,FABR,,,0,,0.0,,,24.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0016,,NYLON CHAFER - 9 MIL,FABR,,,0,,0.0,,,24.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0017,,"NYLON 6.6, 940/1, 55X55, TEXTURED",FABR,,,55,,0.0,,,14.0,,NN,,,Fabrics Squarewoven all Fields,,,,,
RFNC0018,,"NYLON 6.6 MONOFILAMENT, 470/1, 87X87",FABR,,,87,,0.0,,,22.1,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0020,,"NYLON 6.6 MONOFILAMENT, 470/1, 87X87",FABR,,,87,,0.0,,,22.1,,,,,Fabrics Squarewoven all Fields,,,,,
RFNC0021,,"NYLON 6.6 MONOFILAMENT, 470/1, 87X87",FABR,,,87,,0.0,,,22.1,,,,,Fabrics Squarewoven all Fields,,,,,
RFND,,BEAD TAPE,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFND160,,BEAD TAPE,FABR,,,0,,0.0,,,19.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNF,,NYLON CHAFER,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNG,,SINGLE CORD (ON CONES OR TUBES),FABR,,,0,,0.06,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNH,,SINGLE END DIPPED CORD ON TUBES,FABR,,,0,,0.06,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNK,,"NYLON 6.6, 235/2, 142X70",FABR,,,142,,0.0,,,36.1,,NK,,,Fabrics Squarewoven all Fields,,,,,
RFNK160,,BEAD TAPE,FABR,,,0,,0.0,,,34.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNN,,"NYLON 6.6, 940/1, 55X55, TEXTURED",FABR,,,55,,0.0,,,14.0,,NN,,,Fabrics Squarewoven all Fields,,,,,
RFNN10,,NYLON CHAFER 10 EPI VERSION OF NN,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNQ,,NYLON CHAFER,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNR,,SINGLE CORD FOR BEAD WRAP,FABR,,,0,,0.038,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNR43,,SINGLE CORD FOR AIRTREADS SPIRAL WRAP,FABR,,,0,,0.04,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNS,,NYLON CHAFER,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNSX,,"NYLON 6.6, 940/2, 39X39, TEXTURED",FABR,,,39,,0.0,,,9.9,,NSX,,,Fabrics Squarewoven all Fields,,,,,
RFNT,,"NYLON 6.6, 78/2, 51X72",FABR,,,51,,0.0,,,13.0,,NT,,,Fabrics Squarewoven all Fields,,,,,
RFNV,,"NYLON 6.6, 78/2, 55X43",FABR,,,55,,0.0,,,14.0,,NV,,,Fabrics Squarewoven all Fields,,,,,
RFNW,,BEAD TAPE,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNX,,SINGLE CORD FOR AIRTREADS,FABR,,,0,,0.04,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFNY,,LINER SPLICE BARRIER TAPE NON WOVEN,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFU01N2,,NYLON 66 SQUARE WOVEN BEAD TAPE,FABR,,,0,,0.0,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFU01NK,,"NYLON 6.6, 235/2, 142X70",FABR,,,142,,0.0,,,36.1,,NK,,,Fabrics Squarewoven all Fields,,,,,
RFU01NN,,"NYLON 6.6, 940/1, 55X55, TEXTURED",FABR,,,55,,0.0,,,14.0,,NN,,,Fabrics Squarewoven all Fields,,,,,
RFU02NA,,"NYLON 6.6 MONOFILAMENT, 470/1, 87X87",FABR,,,87,,0.0,,,22.1,,,,,Fabrics Squarewoven all Fields,,,,,
RFU02NV,,"NYLON 6.6, 78/2, 55X43",FABR,,,55,,0.0,,,14.0,,NV,,,Fabrics Squarewoven all Fields,,,,,
RFU46PB,,12/2 POLYESTER BLEEDER CORD - SHUFORD,FABR,,,0,,0.001,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFU46PC,,14/1 POLYESTER BLEEDER CORD,FABR,,,0,,0.008,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFU46PCB,,14/1 POLYESTER BLEEDER CORD - BLUE,FABR,,,0,,0.008,,,0.0,,,,,Fabrics Squarewoven all Fields,,,,,
RFZ01NSX,,"NYLON 6.6, 940/2, 39X39, TEXTURED",FABR,,,39,,0.0,,,9.9,,NSX,,,Fabrics Squarewoven all Fields,,,,,
RF1D01WU,,"HYBRID, ARAMID/NYLON 6.6, (1670/1+1670/1",FABR,1D,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RF1G01CU,,"PET, HMULS NAA, 2200/1/3, 6,0/6,0,  CU",FABR,1G,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAE01FA,,"ARAMID, NAA, 1670/1/3, 6,9/6,9,  FA",FABR,AE,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAE01FH,,"ARAMID, NAA, 1670/1/3, 6,9/6,9,  FH",FABR,AE,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAE01LR,,"ARAMID, NAA, 1670/1/3, 6,9/6,9,  LR",FABR,AE,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAH01SX,,"ARAMID, NAA, 1100/1/2, 14,0/14,0,  SX",FABR,AH,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAR01SNS,,"ARAMID, NAA, 1270/1/3, 7,0/7,0,  SN",FABR,AR,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAR01SNZ,,"ARAMID, NAA, 1270/1/3, 7,0/7,0,  SN",FABR,AR,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0001,,1000/2 0.022 30 EPI ARAMID SINGLE END,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0004,,1500/3 0.031 ARAMID SINGLE-END,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0005,,1500/3 0.031 ARAMID SINGLE-END,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0006,,1000/2 ARAMID SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0008,,1500/3 0.033 ARAMID 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0009,,1000/2 ARAMID SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0011,,1500/3 ARAMID SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0013,,1000/2 TEIJIN ARAMID SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAS0017,,3000/1/3 SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAT01YF,,1000/2 0.022 30 EPI ARAMID SINGLE END,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFATXXYF,,1000/2 0.022 SED ARAMID CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFAW01SN,,"ARAMID, NAA, 1670/1/3, 6,1/6,1,  SN",FABR,AW,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFBK01ZV,,"NYLON, N6.6, 2100/1, /3,0,  ZV",FABR,BK,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFBN01ZV,,"NYLON, N6.6, 1400/1, /4,6,  ZV",FABR,BN,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFBT01ST,,"NYLON, N6.6, 1400/1, /3,8,  ST",FABR,BT,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFCB01WU,,"HYBRID, ARAMID/NYLON 6.6, (1100/1+1100/1",FABR,CB,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFCE01WA,,MERGE CORD 1000 ARAMID / 1260 NYLON SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFCG01FH,,"HYBRID, ARAMID/NYLON 6.6, (3300/1+3300/1",FABR,CG,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFCG01VI,,"HYBRID, ARAMID/NYLON 6.6, (3300/1+3300/1",FABR,CG,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFCL01WU,,"HYBRID, ARAMID/NYLON 6.6, (1670/1+1670/1",FABR,CL,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFFS0002,,"FIBERGLASS, 10000/1,  SF",FABR,1F,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFGTC3605,,"1000/9 0.047 ""STIFF CORD"" PET SED",FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFGTC3698,,1300/2 0.635 POLYESTER HMLS SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFGTC3699,,2000/2 0.787 POLYESTER HMLS SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFGTC3700,,1300/2 0.635 POLYESTER HMLS SED S/Z TWST,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFGTC3701,,2000/2 0.787 POLYESTER HMLS SED S/Z TWST,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0001,,MERGE CORD 1000 ARAMID / 1260 NYLON SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0004,,"HYBRID, ARAMID/NYLON 6.6, (3300/1+3300/1",FABR,CG,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0005,, 3000/2 ARAMID / 1680/1 NYLON SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0006,, 3000/2 ARAMID / 1680/1 NYLON SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0007,, 3000/2 ARAMID / 1680/1 NYLON SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0008,,1100/2 ARAMID / 940/1 NYLON SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0009,,3000/2 ARAMID / 1680/1 NYLON SED - RICHM,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0011,,"HYBRID, ARAMID/NYLON 6.6, (3300/1+3300/1",FABR,CG,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFHS0012,,"HYBRID, ARAMID/NYLON 6.6, (3300/1+3300/1",FABR,CG,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFJM01DH,,"NYLON, N6.6 HT, 2100/1/3, 6,0/6,0,  DH",FABR,JM,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFJN01DH,,"NYLON, N6.6 HT, 2100/2/2, 4,0/4,0,  DH",FABR,JN,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNC01DH,,"NYLON, N6.6, 940/1/2, 12,0/12,0,  DH",FABR,NC,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNC01KA,,840/2 0.022 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNC01QA,,840/2 0.022 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNC01QH,,"NYLON, N6.6, 940/1/2, 12,0/12,0,  QH",FABR,NC,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNG01ZV,,"NYLON, N6.6, 1400/1/2, 6,0/6,0,  ZV",FABR,NG,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0001,,840/2 0.022 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0003,,840/2 0.022 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0005,,1890/3 0.040 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0006,,840/2 0.022 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0008,,1890/3 0.040 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0009,,1890/4 0.047 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0010,,1890/4 0.047 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0011,,1890/4 0.047 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0012,,1890/4 0.047 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0013,,1890/1/3 0.047 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0014,,1890/1/3 0.040 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0016,,840/2 0.022 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0017,,840/2 0.022 NYLON 66 (T802) SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0018,,2100/1 0.020 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0019,,730/3 N66 TWISTED MONOFILAMENT SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0020,,840/2 0.022 NYLON 66 SED CORD,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0021,,"NYLON, N6.6 HT, 2100/2/2, 4,0/4,0,  DH",FABR,JN,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFNS0023,,"NYLON, N6.6, 940/1/2, 12,0/12,0,  QH",FABR,NC,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFSF01EU,,"POLYESTER, REGULAR AA, 1100/9, /2,0,  EU",FABR,SF,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFTM01CU,,"PET, HMLS NAA, 2200/1/2, 8.5/8.5,  CU",FABR,TM,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFTU01CU,,"PET, HMLS NAA, 1440/1/2, 9.0/9.0,  CU",FABR,TU,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFVS0002,,1500/2 0.026 POLYESTER HMLS SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFVS0003,,1500/2 0.026 POLYESTER HMLS SED 4300C,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFVS0004,,1500/2 0.026 POLYESTER HMLS SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFVS0006,,2000/2 0.031 POLYESTER HMLS SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RFVS0007,,1300/2 0.025 POLYESTER HMLS SED,FABR,,,,,,,,0,,,,,Single Cord Fabrics all Fields,,,,,
RF9341,,J40 (1X4/0.27HT),,,,,,,,,,,,J40 (1X4/0.27HT),,Wires all Fields,,,,,
RF9351,,3+8X0.21HT,,,,,,,,,,,,3+8X0.21HT,,Wires all Fields,,,,,
RF9393,,3+8X0.21HT+W,,,,,,,,,,,,3+8X0.21HT+W,,Wires all Fields,,,,,
RF9412,,2/7 X 0.37,,,,,,,,,,,,2/7 X 0.37,,Wires all Fields,,,,,
RFAE,,1500/3 ARAMID FOR BEADS (RACE),,,,,,,,,,,,3 X .01,,Wires all Fields,,,,,
RFAH,,0.038 HT BEADWIRE BRONZE PLATED 0.965 MM,,,,,,,,,,,,SOLID,,Wires all Fields,,,,,
RFAR,,0.038 BEADWIRE BRONZE PLATED 0.965 MM,,,,,,,,,,,,SOLID,,Wires all Fields,,,,,
RFAS,,0.038 ST BEADWIRE BRONZE PLATED 0.965 MM,,,,,,,,,,,,SOLID,,Wires all Fields,,,,,
RFBH,,0.051 HT BEADWIRE BRONZE PLATED 1.295 MM,,,,,,,,,,,,SOLID,,Wires all Fields,,,,,
